Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Shoe size (product.metafields.shopify.shoe-size),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
patricia-natural-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381817001_02.jpg?v=1731673195,6,"",,,,,,,,,,
ozgaia-w-off-white-taupe,Ozgaia W Off White Taupe,"<p>The Ozgaia W Off White Taupe presents a sophisticated color harmony that exemplifies versatile elegance. Crafted with precision, this premium piece features a nuanced off-white and taupe palette that transitions seamlessly across seasons and settings. The superior materials ensure exceptional durability while maintaining their refined appearance. Meticulous attention to proportions and finishing details elevates this design to investment-quality status.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","shoes, women",true,Title,Default Title,,,,,,,,'41,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1370690001_04.jpg?v=1731673154,1,"",false,,,,,,kg,,,active
ozgaia-w-off-white-taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1370690001_05.jpg?v=1731673154,2,"",,,,,,,,,,
ozgaia-w-off-white-taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1370690001_06.jpg?v=1731673154,3,"",,,,,,,,,,
ozgaia-w-off-white-taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1370690001_01.jpg?v=1731673154,4,"",,,,,,,,,,
ozgaia-w-off-white-taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1370690001_02.jpg?v=1731673154,5,"",,,,,,,,,,
ozgaia-w-off-white-taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1370690001_03.jpg?v=1731673154,6,"",,,,,,,,,,
luna-gold-trenza,Luna Gold Trenza,"<p>The Luna Gold Trenza exemplifies superior craftsmanship through its intricate braided construction. This distinguished piece features premium materials with a luminous gold finish that maintains its brilliance through extensive wear. The meticulous trenza technique creates a textural complexity that enhances both visual appeal and structural integrity. Precision engineering ensures optimal balance between flexibility and durability, making this an exceptional investment for the discerning collector.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Heels,"","shoes, women",true,Title,Default Title,,,,,,,,'40,0.0,shopify,100,deny,manual,8999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1379924001_01.jpg?v=1731673098,1,"",false,,,,,,kg,,,active
luna-gold-trenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1379924001_08.jpg?v=1731673098,2,"",,,,,,,,,,
luna-gold-trenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1379924001_02.jpg?v=1731673098,3,"",,,,,,,,,,
luna-gold-trenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1379924001_09.jpg?v=1731673098,4,"",,,,,,,,,,
luna-gold-trenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1379924001_03.jpg?v=1731673098,5,"",,,,,,,,,,
luna-gold-trenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1379924001_04.jpg?v=1731673098,6,"",,,,,,,,,,
dreaming-black-satin,Dreaming Black Satin,"<p>The Dreaming Black Satin delivers unparalleled sophistication through its premium fabric construction. The meticulously finished satin exhibits a subtle luminosity that enhances its deep black tone while resisting snags and wear. Superior manufacturing techniques ensure exceptional drape and structural integrity, while the precision-engineered components maintain their refined appearance through extended use. This investment-quality piece offers versatile styling potential with enduring elegance.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Flats,"","shoes, women",true,Title,Default Title,,,,,,,,'39,0.0,shopify,1000,deny,manual,2999.00,5999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1385404001_02_9a944481-53e6-42c5-8cdb-27ce5ca5c9c0.jpg?v=1731672889,1,"",false,,,,,,kg,,,active
dreaming-black-satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1385404001_03_5c6a94a7-89af-4217-b6f7-050dcac8d28f.jpg?v=1731672889,2,"",,,,,,,,,,
dreaming-black-satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1385404001_04_d7522dde-91c7-4067-8770-ac6d79807620.jpg?v=1731672889,3,"",,,,,,,,,,
dreaming-black-satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1385404001_05_12998205-dc42-46e1-8155-f4d5c3ec494e.jpg?v=1731672889,4,"",,,,,,,,,,
dreaming-black-satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1385404001_01_41626162-635f-486a-9b1c-0b092b7d4fa0.jpg?v=1731672889,5,"",,,,,,,,,,
white-medium-twill-custom-shirt,White Medium Twill Custom Shirt,"<p>Crafted from premium medium twill fabric, this custom shirt delivers exceptional comfort with professional-grade durability. The precisely balanced weave provides a sophisticated texture while maintaining breathability and resistance to wrinkles. Meticulous construction details include reinforced stress points and precision stitching that ensures structural integrity through repeated laundering. The versatile white colorway offers unparalleled styling flexibility for diverse professional and social contexts.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'38,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/062-White-medium-twill-shirt-1.jpg?v=1731392633,1,"",false,,,,,,kg,,,active
white-medium-twill-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/062-White-medium-twill-shirt-2.jpg?v=1731392633,2,"",,,,,,,,,,
white-medium-twill-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/062-White-medium-twill-shirt-3.jpg?v=1731392633,3,"",,,,,,,,,,
white-medium-twill-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/062-White-medium-twill-shirt-4.jpg?v=1731392633,4,"",,,,,,,,,,
white-medium-twill-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/062-White-medium-twill-shirt-5.jpg?v=1731392633,5,"",,,,,,,,,,
white-egyptian-cotton-pinpoint-oxford-custom-shirt,White Egyptian Cotton Pinpoint Oxford Custom Shirt,"<p>This custom shirt exemplifies sartorial excellence through its premium Egyptian cotton pinpoint oxford construction. The meticulously selected long-staple fibers deliver exceptional softness while maintaining superior structural integrity. The distinctive pinpoint weave creates a refined texture that balances breathability with professional weight and drape. Precision tailoring ensures optimal fit, while the classic white colorway provides versatile styling options across formal and business environments.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'37,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/053-Testa-white-pinpoint-oxford-shirt-1.jpg?v=1731392599,1,"",false,,,,,,kg,,,active
white-egyptian-cotton-pinpoint-oxford-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/053-Testa-white-pinpoint-oxford-shirt-2.jpg?v=1731392599,2,"",,,,,,,,,,
white-egyptian-cotton-pinpoint-oxford-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/053-Testa-white-pinpoint-oxford-shirt-3.jpg?v=1731392599,3,"",,,,,,,,,,
white-egyptian-cotton-pinpoint-oxford-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/053-Testa-white-pinpoint-oxford-shirt-4.jpg?v=1731392599,4,"",,,,,,,,,,
white-egyptian-cotton-pinpoint-oxford-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/053-Testa-white-pinpoint-oxford-shirt-5.jpg?v=1731392599,5,"",,,,,,,,,,
light-blue-oxford-easy-iron-custom-shirt,Light Blue Oxford Easy Iron Custom Shirt,<p>This Light Blue Oxford Easy Iron Custom Shirt combines technical innovation with traditional craftsmanship. The specialized fabric treatment ensures exceptional wrinkle resistance without compromising breathability or comfort. The classic oxford weave provides textural interest while delivering superior durability through repeated laundering. The precisely calibrated light blue hue offers versatile styling options across professional and casual contexts. Meticulous construction details include reinforced stress points and precision stitching for extended garment longevity.</p>,mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'36,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/018110_HighRes9-16.jpg?v=1731392560,1,"",false,,,,,,kg,,,active
light-blue-oxford-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/018115_HighRes9-16.jpg?v=1731392560,2,"",,,,,,,,,,
light-blue-oxford-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/018136_HighRes9-16.jpg?v=1731392560,3,"",,,,,,,,,,
light-blue-oxford-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/018147_HighRes9-16.jpg?v=1731392560,4,"",,,,,,,,,,
light-blue-oxford-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/018155_HighRes9-16.jpg?v=1731392560,5,"",,,,,,,,,,
sky-blue-jersey-shirt,Sky Blue Jersey Shirt,"<p>The Sky Blue Jersey Shirt exemplifies technical excellence through its premium knit construction. The meticulously engineered fabric delivers exceptional breathability while maintaining structural integrity and shape retention. The precisely calibrated sky blue hue offers optimal versatility across seasonal wardrobes. Superior manufacturing techniques ensure consistent color fastness and dimensional stability through repeated laundering, while the natural stretch properties provide unrestricted movement without compromising the refined silhouette.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'35,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/EDITSUITS_3119_HighRes.jpg?v=1731392515,1,"",false,,,,,,kg,,,active
sky-blue-jersey-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/EDITSUITS_3124_HighRes.jpg?v=1731392515,2,"",,,,,,,,,,
sky-blue-jersey-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/EDITSUITS_3148_HighRes.jpg?v=1731392516,3,"",,,,,,,,,,
sky-blue-jersey-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/EDITSUITS_3140_HighRes.jpg?v=1731392515,4,"",,,,,,,,,,
sky-blue-jersey-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/EDITSUITS_3152_HighRes.jpg?v=1731392515,5,"",,,,,,,,,,
sky-blue-jersey-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/EDITSUITS_3134_HighRes.jpg?v=1731392516,6,"",,,,,,,,,,
light-blue-check-easy-iron-custom-shirt,Light Blue Check Easy Iron Custom Shirt,<p>This Light Blue Check Easy Iron Custom Shirt demonstrates technical sophistication through its advanced fabric treatment. The precision-engineered check pattern maintains perfect alignment throughout the garment while the specialized easy iron finish ensures minimal maintenance without compromising breathability. Superior construction techniques include reinforced stress points and single-needle stitching for exceptional durability. The carefully calibrated light blue palette offers versatile styling options while providing subtle visual interest through the dimensionally stable check pattern.</p>,mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'34,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/106-weba-light-blue-check-shirt-1.jpg?v=1731392478,1,"",false,,,,,,kg,,,active
light-blue-check-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/106-weba-light-blue-check-shirt-2.jpg?v=1731392478,2,"",,,,,,,,,,
light-blue-check-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/106-weba-light-blue-check-shirt-3.jpg?v=1731392478,3,"",,,,,,,,,,
grey-pique-custom-shirt,Grey Pique Custom Shirt,"<p>The Grey Pique Custom Shirt exemplifies technical excellence through its sophisticated textural construction. The meticulously engineered pique weave delivers exceptional breathability while providing structural integrity and dimensional stability. The precisely calibrated grey tone offers versatile styling potential across diverse wardrobes. Superior manufacturing techniques ensure consistent color retention and shape maintenance through repeated laundering, while the textural elements create subtle visual interest without compromising the refined aesthetic.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'33,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/022-grey-marl-Pique-shirt-1.jpg?v=1731392443,1,"",false,,,,,,kg,,,active
grey-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/022-grey-marl-Pique-shirt-2.jpg?v=1731392443,2,"",,,,,,,,,,
grey-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/022-grey-marl-Pique-shirt-3.jpg?v=1731392443,3,"",,,,,,,,,,
grey-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/022-grey-marl-Pique-shirt-4.jpg?v=1731392443,4,"",,,,,,,,,,
grey-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/022-grey-marl-Pique-shirt-Fabric.jpg?v=1731392443,5,"",,,,,,,,,,
fine-pink-twill-easy-iron-custom-shirt,Fine Pink Twill Easy Iron Custom Shirt,"<p>This Fine Pink Twill Easy Iron Custom Shirt demonstrates superior textile engineering through its advanced fabric treatment. The precisely constructed twill weave provides exceptional durability while maintaining a refined drape and resistance to wrinkling. The meticulously calibrated pink hue offers sophisticated versatility across professional and social contexts. Superior manufacturing techniques include reinforced stress points and precision stitching that ensures structural integrity through extended wear and laundering cycles, while the easy iron properties significantly reduce maintenance requirements.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'32,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/015912_HighRes9-16.jpg?v=1731392395,1,"",false,,,,,,kg,,,active
fine-pink-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/015924_HighRes9-16.jpg?v=1731392395,2,"",,,,,,,,,,
fine-pink-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/015943_HighRes9-16.jpg?v=1731392395,3,"",,,,,,,,,,
fine-pink-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/015949_HighRes9-16.jpg?v=1731392395,4,"",,,,,,,,,,
fine-pink-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/015961_HighRes9-16.jpg?v=1731392395,5,"",,,,,,,,,,
fine-blue-twill-easy-iron-custom-shirt,Fine Blue Twill Easy Iron Custom Shirt,"<p>This Fine Blue Twill Easy Iron Custom Shirt exemplifies technical precision through its advanced fabric engineering. The meticulously constructed twill weave delivers exceptional durability while maintaining a sophisticated drape and dimensional stability. The specialized easy iron treatment ensures minimal maintenance requirements without compromising breathability or comfort. The precisely calibrated blue tone offers versatile styling options across professional environments, while superior construction techniques ensure structural integrity through extended wear cycles and repeated laundering.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'31,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-2.jpg?v=1731392358,1,"",false,,,,,,kg,,,active
fine-blue-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-3.jpg?v=1731392358,2,"",,,,,,,,,,
fine-blue-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-1.jpg?v=1731392358,3,"",,,,,,,,,,
fine-blue-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-4.jpg?v=1731392358,4,"",,,,,,,,,,
fine-blue-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-5.jpg?v=1731392358,5,"",,,,,,,,,,
fine-blue-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-6.jpg?v=1731392358,6,"",,,,,,,,,,
fine-blue-twill-easy-iron-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/CopyofES15-Canclini-Blue-Plain-Shirt-7.jpg?v=1731392358,7,"",,,,,,,,,,
black-pique-custom-shirt,Black Pique Custom Shirt,"<p>The Black Pique Custom Shirt demonstrates superior textile engineering through its meticulously constructed weave pattern. The precision-calibrated pique texture provides exceptional breathability while maintaining structural integrity and shape retention. The sophisticated black colorway offers unparalleled versatility across diverse styling contexts. Advanced manufacturing techniques ensure color fastness and dimensional stability through repeated laundering cycles, while the textural elements create subtle visual interest without compromising the refined aesthetic profile.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt",true,Title,Default Title,,,,,,,,'30,0.0,shopify,100,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/025-black-Pique-shirt-1.jpg?v=1731392296,1,"",false,,,,,,kg,,,active
black-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/025-black-Pique-shirt-2.jpg?v=1731392296,2,"",,,,,,,,,,
black-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/025-black-Pique-shirt-3.jpg?v=1731392296,3,"",,,,,,,,,,
black-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/025-black-Pique-shirt-4.jpg?v=1731392296,4,"",,,,,,,,,,
black-pique-custom-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/025-black-Pique-shirt-ghost-1.jpg?v=1731392296,5,"",,,,,,,,,,
compilation-overcoat-unisex,Compilation overcoat (unisex),"<p>The Compilation overcoat represents exceptional tailoring through its meticulously engineered unisex construction. Featuring precision-balanced proportions that adapt seamlessly across diverse body types, this investment-quality piece delivers superior thermal regulation while maintaining a refined silhouette. The advanced fabric composition offers exceptional durability against environmental elements without compromising breathability or movement. Strategic reinforcement at stress points ensures structural longevity through extended wear cycles.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Overcoats,"","jackets, Men, overcoat, Unisex",true,Title,Default Title,,,,,,,,'29,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look028_01.webp?v=1731308405,1,"",false,,,,,,kg,,,active
compilation-overcoat-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look028_02.webp?v=1731308406,2,"",,,,,,,,,,
compilation-overcoat-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look028_03.webp?v=1731308406,3,"",,,,,,,,,,
climb-light-jacket-womens,Climb Light Jacket (Women's),"<p>The Women's Climb Light Jacket exemplifies technical innovation through its precision-engineered construction. Featuring an optimized weight-to-protection ratio, this performance piece delivers exceptional weather resistance while maintaining superior breathability during high-output activities. The anatomically calibrated fit ensures unrestricted mobility across diverse climbing movements. Advanced fabric technology provides outstanding durability against abrasion while maintaining minimal pack volume. Strategic reinforcement at high-stress zones ensures structural integrity through extended use in demanding environments.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Vests,"","jackets, women",true,Title,Default Title,,,,,,,,'28,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look027_01.webp?v=1731308372,1,"",false,,,,,,kg,,,active
climb-light-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look027_02.webp?v=1731308372,2,"",,,,,,,,,,
climb-light-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look027_03.webp?v=1731308373,3,"",,,,,,,,,,
long-sleeve-woolly-check-shirt-woman,Long sleeve woolly check shirt (woman),<p>This women's long sleeve woolly check shirt demonstrates superior textile engineering through its meticulously balanced fabric composition. The precision-calibrated check pattern maintains perfect alignment throughout the garment while providing subtle visual dimension. The specialized wool blend delivers exceptional thermal regulation while resisting pilling and maintaining structural integrity through extended wear cycles. Anatomically correct patterning ensures an optimized fit that accommodates movement without compromising the refined silhouette. Strategic reinforcement at stress points guarantees durability across diverse wearing conditions.</p>,mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","shirt, women",true,Title,Default Title,,,,,,,,'27,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look026_01.webp?v=1731308348,1,"",false,,,,,,kg,,,active
long-sleeve-woolly-check-shirt-woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look026_02.webp?v=1731308348,2,"",,,,,,,,,,
long-sleeve-woolly-check-shirt-woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look026_03.webp?v=1731308348,3,"",,,,,,,,,,
field-utility-jacket-mens,Field Utility Jacket (Men's),"<p>The Men's Field Utility Jacket exemplifies technical precision through its meticulously engineered construction. Featuring strategically positioned storage compartments that maintain balanced weight distribution, this performance piece delivers exceptional functionality without compromising mobility. The advanced fabric composition offers superior weather resistance while maintaining breathability across diverse environmental conditions. Reinforced stress points and precision stitching ensure structural integrity through extended field use, while the anatomically calibrated fit accommodates layering options without restricting movement.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men",true,Title,Default Title,,,,,,,,'26,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look025_01.webp?v=1731308278,1,"",false,,,,,,kg,,,active
field-utility-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look025_02.webp?v=1731308278,2,"",,,,,,,,,,
field-utility-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look025_03.webp?v=1731308278,3,"",,,,,,,,,,
mountain-light-jacket-womens,Mountain Light Jacket (Women's),"<p>The Women's Mountain Light Jacket demonstrates technical excellence through its precision-engineered construction. Featuring advanced waterproof-breathable membrane technology, this performance piece delivers exceptional protection against precipitation while efficiently managing moisture vapor transfer during high-output activities. The anatomically calibrated fit ensures unrestricted mobility across diverse mountain environments. Strategic reinforcement at high-abrasion zones enhances durability without adding unnecessary weight, while the helmet-compatible hood design provides comprehensive protection without compromising peripheral vision.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, women",true,Title,Default Title,,,,,,,,'25,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look024_01.webp?v=1731308245,1,"",false,,,,,,kg,,,active
mountain-light-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look024_02.webp?v=1731308245,2,"",,,,,,,,,,
mountain-light-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look024_03.webp?v=1731308245,3,"",,,,,,,,,,
